Time;10:50:38;10:50:48;10:50:55;10:51:02;10:51:08;10:51:15;10:51:23;10:51:32;10:52:59;10:53:08;10:53:17;10:53:29;10:53:43;10:54:07;10:54:15;10:54:24;10:54:32;10:54:39;10:54:45;10:54:55;10:55:41;10:56:09;10:56:57;10:57:08;10:57:15;10:57:30;10:57:36;10:57:43;10:57:50;10:57:58;10:58:05;10:58:13;10:58:20;10:58:29;10:58:37;10:58:45;10:58:53;10:59:00;10:59:08;10:59:15;10:59:31;10:59:39;10:59:58;11:00:07;11:00:14;11:00:22;11:00:30;11:00:37;11:00:44;11:00:51;11:01:00;11:01:37;11:01:57;11:02:04;11:02:12;11:02:19;11:02:27;11:02:34;11:02:42;11:02:50;11:03:12;11:03:40;11:03:48;11:03:57;11:04:04;11:04:10;11:04:18;11:04:26;11:04:33;11:04:40;11:04:48;11:04:56;11:05:03;11:05:11;11:05:18;11:05:25;11:05:37;11:05:44;11:05:51;11:05:59;11:06:23;11:06:32;11:06:39;11:06:46;11:06:53;11:07:00;11:07:08;11:07:16;11:07:23;11:07:32;11:07:39;11:07:46;11:07:53;11:08:01;11:08:08;11:08:15;11:08:22;11:08:31;11:08:38;11:08:45;11:09:40;11:10:40;11:10:52;11:11:03;11:11:10;11:11:17;11:11:26;11:11:33;11:11:41;11:11:48;11:11:55;11:12:03;11:12:11;11:12:27;11:12:37;11:14:12;11:14:20;11:14:28;11:14:35;11:14:43;11:15:05;11:15:16;11:15:41;11:15:51;11:16:07;11:16:17;11:16:23;11:16:35;11:16:41;11:16:48;11:17:05;11:17:14;11:18:12;11:18:20;11:18:31;11:18:42;11:21:29;11:21:47;11:21:57;11:22:05;11:23:48;11:23:59;11:24:16;11:24:28;11:24:46;11:25:00;11:25:11;11:25:18;11:25:25;11:25:33;11:25:49;11:26:01;11:26:10;11:29:22;11:29:33;11:29:39;11:29:50;11:29:58;11:30:06;11:30:17
CCT [K] (CIE1931 2°);5442;5435;5427;5415;5408;5412;5401;5399;5400;5399;5400;5397;5396;5400;5397;5394;5395;5397;5396;5399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1813;1811;1811;1808;1807;1808;1806;1804;1806;1806;1805;1803;1803;1802;1803;1802;1802;1802;1803;1803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrom. Coord. (CIE1931 2°);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;0,3339;0,3341;0,3343;0,3346;0,3348;0,3347;0,3350;0,3350;0,3350;0,3350;0,3350;0,3351;0,3351;0,3350;0,3351;0,3352;0,3352;0,3351;0,3351;0,3351;0,1306;0,1320;0,1333;0,1343;0,1351;0,1358;0,1362;0,1367;0,1371;0,1374;0,1378;0,1380;0,1384;0,1385;0,1386;0,1388;0,1389;0,1389;0,1391;0,1392;0,0807;0,0768;0,0750;0,0742;0,0740;0,0736;0,0731;0,0732;0,0732;0,0735;0,0735;0,0738;0,0740;0,0741;0,0748;0,0751;0,0755;0,0761;0,0760;0,0764;0,2318;0,2163;0,2071;0,2002;0,1953;0,1912;0,1876;0,1848;0,1823;0,1800;0,1780;0,1763;0,1749;0,1737;0,1724;0,1715;0,1706;0,1697;0,1691;0,1684;0,5602;0,5604;0,5605;0,5607;0,5607;0,5606;0,5608;0,5609;0,5608;0,5607;0,5607;0,5609;0,5609;0,5610;0,5609;0,5609;0,5609;0,5609;0,5608;0,5608;0,6906;0,6907;0,6913;0,6917;0,6916;0,6918;0,6920;0,6921;0,6921;0,6920;0,6924;0,6927;0,6925;0,6931;0,6933;0,6937;0,6940;0,6940;0,6941;0,6943;0,7193;0,7205;0,7192;0,7215;0,7206;0,7200;0,7189;0,7191;0,7179;0,7183;0,7206;0,7184;0,7185;0,7193;0,7189;0,7187;0,7178;0,7184;0,7194;0,7196;0,6686;0,6173;0,6623;0,6714;0,6404;0,6492;0,6784;0,6798;0,6674;0,6744;0,6735;0,6827;0,6838;0,6761;0,6994;0,6837;0,7028;0,6928;0,7042;0,7012
y;0,3490;0,3495;0,3502;0,3509;0,3510;0,3510;0,3515;0,3516;0,3517;0,3519;0,3519;0,3519;0,3520;0,3521;0,3522;0,3523;0,3522;0,3523;0,3524;0,3523;0,0669;0,0619;0,0592;0,0572;0,0557;0,0546;0,0537;0,0528;0,0522;0,0517;0,0513;0,0509;0,0505;0,0503;0,0500;0,0500;0,0499;0,0499;0,0498;0,0499;0,6098;0,5891;0,5729;0,5589;0,5475;0,5371;0,5286;0,5199;0,5127;0,5053;0,4989;0,4941;0,4882;0,4828;0,4783;0,4733;0,4693;0,4649;0,4618;0,4583;0,7233;0,7308;0,7329;0,7345;0,7346;0,7343;0,7336;0,7329;0,7318;0,7312;0,7298;0,7285;0,7271;0,7258;0,7243;0,7231;0,7214;0,7198;0,7184;0,7171;0,4254;0,4254;0,4253;0,4251;0,4249;0,4250;0,4249;0,4248;0,4249;0,4248;0,4247;0,4246;0,4245;0,4245;0,4245;0,4244;0,4244;0,4242;0,4244;0,4243;0,3077;0,3074;0,3080;0,3076;0,3070;0,3072;0,3068;0,3068;0,3067;0,3064;0,3063;0,3063;0,3060;0,3060;0,3057;0,3054;0,3053;0,3051;0,3048;0,3046;0,2783;0,2776;0,2786;0,2775;0,2784;0,2778;0,2778;0,2776;0,2772;0,2775;0,2775;0,2781;0,2780;0,2780;0,2777;0,2776;0,2777;0,2781;0,2779;0,2781;0,2977;0,2768;0,2758;0,2729;0,2775;0,2772;0,2773;0,2660;0,2546;0,2645;0,2722;0,2729;0,2800;0,2786;0,2752;0,2666;0,2751;0,2794;0,2766;0,2713
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Begin [nm];400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400
End [nm];700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700
Ephot (Begin..End) [umol/s sqm];2,44197E+01;6,00788E+01;9,50191E+01;1,29932E+02;1,63525E+02;1,96391E+02;2,28724E+02;2,60449E+02;2,91226E+02;3,22731E+02;3,52517E+02;3,81309E+02;4,10903E+02;4,39031E+02;4,67225E+02;4,94761E+02;5,22596E+02;5,49012E+02;5,75353E+02;6,00073E+02;4,39872E+00;1,07885E+01;1,67122E+01;2,23790E+01;2,76440E+01;3,26743E+01;3,73844E+01;4,19858E+01;4,63328E+01;5,05661E+01;5,45970E+01;5,83863E+01;6,21064E+01;6,54865E+01;6,89703E+01;7,21496E+01;7,51725E+01;7,81093E+01;8,09201E+01;8,33896E+01;3,60211E+00;8,17410E+00;1,23621E+01;1,63315E+01;2,00065E+01;2,34876E+01;2,68068E+01;2,99657E+01;3,30028E+01;3,60247E+01;3,87554E+01;4,13925E+01;4,40697E+01;4,65880E+01;4,90807E+01;5,15500E+01;5,39898E+01;5,62253E+01;5,83882E+01;6,04044E+01;3,65012E+00;8,39029E+00;1,26243E+01;1,65799E+01;2,01733E+01;2,35391E+01;2,67646E+01;2,97601E+01;3,26188E+01;3,54597E+01;3,81020E+01;4,06634E+01;4,30201E+01;4,52571E+01;4,74556E+01;4,95379E+01;5,17038E+01;5,37617E+01;5,56676E+01;5,74418E+01;4,91279E+00;1,19047E+01;1,87168E+01;2,55584E+01;3,21699E+01;3,86027E+01;4,49515E+01;5,12489E+01;5,73303E+01;6,33408E+01;6,93610E+01;7,52164E+01;8,09598E+01;8,66121E+01;9,20181E+01;9,74489E+01;1,03130E+02;1,08263E+02;1,13468E+02;1,18337E+02;2,10627E+00;5,57851E+00;9,22012E+00;1,30074E+01;1,68001E+01;2,05809E+01;2,43622E+01;2,81350E+01;3,19681E+01;3,57506E+01;3,95170E+01;4,32185E+01;4,69196E+01;5,04744E+01;5,40194E+01;5,71894E+01;6,09982E+01;6,45524E+01;6,80269E+01;7,12067E+01;2,72374E+00;6,39805E+00;1,03438E+01;1,43719E+01;2,01665E+01;2,48809E+01;2,93933E+01;3,40224E+01;3,86927E+01;4,33509E+01;4,80816E+01;5,27620E+01;5,74022E+01;6,18516E+01;6,63713E+01;7,09453E+01;7,54914E+01;7,98472E+01;8,43706E+01;8,87728E+01;2,47990E-01;6,12425E-01;9,66520E-01;1,36334E+00;1,76004E+00;2,17978E+00;2,57577E+00;2,99755E+00;3,45034E+00;3,90369E+00;4,36410E+00;4,81582E+00;5,28397E+00;5,74272E+00;6,18004E+00;6,66616E+00;7,16244E+00;7,65702E+00;8,14335E+00;8,59167E+00
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wavelength [nm];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)];Ee [W/(sqm*nm)]
300;0,00000E+00;0,00000E+00;1,33839E-04;7,13526E-05;4,51733E-05;1,64936E-04;2,38015E-04;3,22909E-04;9,12593E-04;3,22703E-04;1,02295E-03;1,42010E-04;2,84344E-04;0,00000E+00;1,81784E-04;1,06407E-03;0,00000E+00;6,33594E-04;3,29744E-04;1,76162E-03;0,00000E+00;1,10145E-04;2,55738E-04;2,19246E-04;1,55658E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,96265E-04;1,47933E-03;2,86633E-04;0,00000E+00;1,44898E-03;0,00000E+00;1,27783E-03;1,06507E-04;1,44555E-03;0,00000E+00;0,00000E+00;1,05846E-03;0,00000E+00;0,00000E+00;0,00000E+00;4,43780E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,25902E-04;9,03467E-05;8,58294E-04;0,00000E+00;5,96612E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,09923E-04;1,26359E-04;0,00000E+00;2,68091E-04;0,00000E+00;0,00000E+00;2,85962E-05;0,00000E+00;3,81587E-04;4,02887E-05;3,43160E-04;0,00000E+00;0,00000E+00;0,00000E+00;7,10048E-05;3,19522E-04;8,37361E-04;8,87560E-05;0,00000E+00;4,96907E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,24187E-05;1,75810E-04;0,00000E+00;0,00000E+00;1,54765E-04;0,00000E+00;1,41129E-04;0,00000E+00;0,00000E+00;0,00000E+00;5,48087E-05;7,07407E-05;0,00000E+00;0,00000E+00;2,18757E-04;0,00000E+00;0,00000E+00;1,77512E-05;0,00000E+00;5,42080E-04;0,00000E+00;4,67580E-06;0,00000E+00;0,00000E+00;1,35381E-04;0,00000E+00;4,51733E-05;0,00000E+00;0,00000E+00;0,00000E+00;6,54716E-04;4,97033E-04;0,00000E+00;2,13014E-04;5,09397E-04;0,00000E+00;8,85346E-05;3,62159E-04;1,75091E-03;0,00000E+00;0,00000E+00;0,00000E+00;1,23976E-04;0,00000E+00;2,65569E-04;0,00000E+00;7,10048E-05;5,25372E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,10048E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,30245E-03;1,60352E-03;7,00346E-04;0,00000E+00;0,00000E+00;8,30851E-05;0,00000E+00;4,03694E-05;5,18359E-05;2,16862E-04;2,21890E-04;4,19476E-04;9,45218E-05;2,36324E-04;0,00000E+00;0,00000E+00;1,99804E-04;3,42915E-04;1,06507E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,13014E-04
301;1,37036E-04;4,09193E-04;0,00000E+00;7,52865E-06;4,76639E-06;0,00000E+00;0,00000E+00;1,86441E-04;7,70222E-04;1,90656E-05;6,67294E-05;0,00000E+00;5,23459E-04;0,00000E+00;4,39231E-04;5,15285E-05;0,00000E+00;0,00000E+00;1,41642E-03;1,37757E-04;0,00000E+00;3,97975E-04;7,38703E-05;2,90842E-04;0,00000E+00;0,00000E+00;1,30685E-04;5,79265E-04;0,00000E+00;1,56089E-04;9,37412E-04;0,00000E+00;6,67294E-05;1,94439E-03;1,04861E-04;0,00000E+00;3,81276E-04;0,00000E+00;0,00000E+00;6,67294E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,50604E-04;0,00000E+00;6,84175E-04;2,05981E-05;9,53278E-06;9,05614E-05;0,00000E+00;2,56276E-04;9,41254E-04;0,00000E+00;0,00000E+00;8,88257E-04;1,73299E-04;0,00000E+00;2,82872E-05;9,17493E-05;0,00000E+00;3,01727E-06;0,00000E+00;2,62151E-05;0,00000E+00;2,42811E-05;0,00000E+00;3,55480E-04;0,00000E+00;1,14376E-04;2,85939E-04;7,14958E-05;0,00000E+00;0,00000E+00;5,24303E-05;8,56698E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,85503E-05;0,00000E+00;0,00000E+00;1,63298E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,78305E-06;0,00000E+00;0,00000E+00;0,00000E+00;2,30818E-05;4,89036E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,71967E-05;0,00000E+00;2,86211E-04;0,00000E+00;4,74251E-04;9,15913E-04;2,85939E-04;2,90706E-04;0,00000E+00;1,59032E-04;7,07990E-04;4,04617E-05;0,00000E+00;0,00000E+00;1,25813E-03;5,37482E-05;0,00000E+00;0,00000E+00;1,91040E-04;1,84744E-04;1,49707E-03;0,00000E+00;2,26981E-04;1,30811E-05;0,00000E+00;1,12071E-04;5,71879E-04;8,00630E-04;2,44428E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,28752E-04;4,57503E-04;0,00000E+00;1,31527E-03;9,61855E-04;1,69192E-04;8,30041E-04;9,58456E-04;0,00000E+00;1,57776E-04;7,83145E-05;1,23507E-04;0,00000E+00;1,01361E-05;0,00000E+00;4,05143E-05;0,00000E+00;2,49353E-05;0,00000E+00;4,30891E-04;0,00000E+00;3,61821E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
302;1,73855E-05;3,78514E-04;0,00000E+00;4,17788E-05;6,58124E-04;2,45762E-04;4,96517E-04;1,69721E-03;0,00000E+00;0,00000E+00;6,21883E-05;4,66412E-05;1,32073E-03;3,85571E-04;1,35433E-03;1,26057E-04;1,35719E-03;0,00000E+00;4,91334E-04;2,20843E-03;6,02557E-05;0,00000E+00;1,85151E-04;3,84338E-05;0,00000E+00;1,01056E-04;1,20887E-04;0,00000E+00;0,00000E+00;1,73568E-04;1,72636E-04;1,43520E-04;3,64043E-04;9,55235E-04;0,00000E+00;1,26961E-03;8,46405E-04;6,21883E-05;0,00000E+00;1,24377E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,60156E-04;2,64502E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,28610E-04;2,64502E-04;4,76103E-04;7,77354E-06;5,33389E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,18517E-03;8,13851E-04;0,00000E+00;0,00000E+00;1,92788E-04;2,67730E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,20064E-04;4,90310E-04;0,00000E+00;0,00000E+00;0,00000E+00;7,48378E-04;7,77354E-06;0,00000E+00;6,21883E-05;7,77354E-06;2,33206E-05;6,09591E-05;1,44194E-03;0,00000E+00;8,61137E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,17612E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,72938E-04;0,00000E+00;0,00000E+00;7,79472E-04;6,21883E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,68371E-05;4,74286E-05;2,97110E-04;0,00000E+00;1,82523E-04;0,00000E+00;2,40592E-05;0,00000E+00;1,24377E-04;2,48753E-04;2,64300E-04;1,24566E-03;1,65473E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,91429E-05;2,62454E-05;0,00000E+00;3,88677E-05;0,00000E+00;0,00000E+00;7,77354E-06;0,00000E+00;5,80361E-04;1,03586E-03;0,00000E+00;1,86565E-04;0,00000E+00;0,00000E+00;0,00000E+00;6,00900E-04;0,00000E+00;1,07303E-03;4,87732E-04;4,55990E-04;0,00000E+00;1,28739E-05;0,00000E+00;1,89099E-04;3,56636E-04;0,00000E+00;7,69782E-05;0,00000E+00;3,75579E-04;1,03780E-04;4,12405E-04;1,48876E-03;0,00000E+00;8,92380E-05;6,21883E-05;0,00000E+00;0,00000E+00;7,77354E-05;1,32150E-04;3,70302E-04
303;1,81259E-04;9,73955E-05;0,00000E+00;1,57117E-05;1,19510E-04;3,92800E-04;1,06700E-04;9,58543E-04;0,00000E+00;0,00000E+00;3,18693E-04;2,78808E-04;1,45822E-03;0,00000E+00;0,00000E+00;1,34498E-03;0,00000E+00;0,00000E+00;6,77510E-04;8,94407E-04;1,32669E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,74449E-05;5,17876E-04;0,00000E+00;0,00000E+00;0,00000E+00;9,19088E-04;8,84696E-04;1,03600E-03;2,39020E-04;5,57712E-04;6,36613E-04;7,95766E-05;5,17248E-04;9,55306E-04;0,00000E+00;6,37386E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,68307E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,42804E-04;0,00000E+00;0,00000E+00;1,98942E-05;2,38778E-04;0,00000E+00;0,00000E+00;0,00000E+00;7,75298E-05;3,22694E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,40861E-04;1,09617E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,25762E-05;1,01441E-03;0,00000E+00;0,00000E+00;0,00000E+00;9,95191E-05;3,98366E-05;0,00000E+00;3,18693E-04;3,98366E-05;1,19510E-04;6,87745E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,36137E-05;3,41203E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,94708E-06;0,00000E+00;7,92806E-05;0,00000E+00;0,00000E+00;4,33724E-04;0,00000E+00;3,97883E-05;1,99183E-04;3,18693E-04;2,38730E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,12345E-04;4,55469E-04;4,77991E-04;0,00000E+00;9,35363E-04;0,00000E+00;1,23295E-04;5,74195E-04;6,37386E-04;1,83181E-03;1,35444E-03;2,69530E-04;1,03620E-03;1,98445E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,41556E-05;0,00000E+00;1,99183E-04;5,84778E-05;2,18836E-04;3,98366E-05;0,00000E+00;2,94754E-04;5,93336E-05;0,00000E+00;9,56078E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,24420E-03;0,00000E+00;0,00000E+00;3,20230E-04;2,61463E-03;0,00000E+00;2,44231E-05;1,58921E-04;5,33355E-05;3,41476E-04;0,00000E+00;2,98726E-04;0,00000E+00;0,00000E+00;3,90286E-05;0,00000E+00;6,75113E-04;0,00000E+00;0,00000E+00;3,18693E-04;0,00000E+00;0,00000E+00;3,98366E-04;8,56270E-04;0,00000E+00
